Institution,Date Submitted,Last Updated,Liason Email,Version,Status,"Title or keywords related to the innovative policy, practice, program, or outcome","A brief description of the innovative policy, practice, program, or outcome",A brief description of any positive measurable outcomes associated with the innovation (if not ...,Provide affirmation that the following statements are true:,"The innovation describes a new, extraordinary, unique, ground-breaking, or uncommon outcome, ...","This innovation (program, policy, or outcome) is not already covered by an existing STARS credit or ...","The innovative practice, policy, program, or outcome has occurred within the past three years","The institution has not previously received a STARS innovation credit for this specific practice, ...",A letter of affirmation from an individual with relevant expertise,Which of the following STARS subcategories does the innovation most closely relate to? (Select all ...,Does the innovation relate to Curriculum?,Does the innovation relate to Research?,Does the innovation relate to Campus Engagement?,Does the innovation relate to Public Engagement?,Does the innovation relate to Air & Climate?,Does the innovation relate to Buildings?,Does the innovation relate to Dining Services?,Does the innovation relate to Energy?,Does the innovation relate to Grounds?,Does the innovation relate to Purchasing?,Does the innovation relate to Transportation?,Does the innovation relate to Waste?,Does the innovation relate to Water?,"Does the innovation relate to Coordination, Planning & Governance?",Does the innovation relate to Diversity & Affordability?,"Does the innovation relate to Health, Wellbeing & Work?",Does the innovation relate to Investment?,Other topic(s) that the innovation relates to that are not listed above,The website URL where information about the innovation is available,Public Notes
University of Wisconsin-Green Bay,2016-01-07,2016-01-07 17:22:52,fermanij@uwgb.edu,2.0,Pursuing,Engineering Technology Degree Program,"The Bachelor of Science in Engineering Technology consists of a trio of new, high-demand, high-quality degrees developed in collaboration between faculty and regional manufacturing leaders is now accepting students, with classwork beginning in Fall 2015. Students pursuing any of the three degree programs - Electrical Engineering Technology, Environmental Engineering Technology, or Mechanical Engineering Technology - can begin their academic studies at any of 12 higher education institutions in the area (10 technical and 2-year degree colleges and 2 comprehensive universities) and finish the program/earn their degrees at either UW-Green Bay or UW-Oshkosh. This is the first program of its type nationally and has received accreditation by the Higher Learning Commission.

The environmental engineering technology degree program, specifically, will produce graduates with the skill sets to work with any Wisconsin (or national) manufacturer looking toward increasing the efficiency of raw material usage, reducing toxics, eliminating wastes, and lessening the environmental footprint of the materials being manufactured. 

The program enhances financial sustainability of the prospective student by allowing them to undertake the general education and basic groundwork courses at technical or two-year University of Wisconsin schools (typically less expensive than a comprehensive 4-year institution) and transfer those credits to the comprehensive university for degree completion. 
",,**,True,True,True,True,http://stars.aashe.org/media/secure/234/6/584/3278/STARS_Innovation3_EngTech_BarteltLtr_20140612.pdf,**,True,--,True,True,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"(https://www.youtube.com/watch?v=xjg0wKYOXBI). 

http://www.wpr.org/uw-adds-engineering-technology-program-northeast-schools 

http://news.uwgb.edu/log-news/mediacoverage/01/27/media-new-engineering-technology-degrees/"
University of Wisconsin-Milwaukee,2016-03-23,2016-03-23 09:34:44,knelson6@uwm.edu,2.0,Pursuing,Meltwater Campus ReUse,"Upon completion of the Solar Decathlon, the net-zero home, ""Meltwater"", designed by the UWM's School of Architecture and College of Engineering, was rebuilt on campus adjacent to the largest residence hall on campus.  Meltwater serves as a living laboratory of sustainable design for all students to engage in and continue to learn from.  It is now rented out as a meeting space to maximize its lifetime and be available for all of the campus community.",,**,True,True,True,True,http://stars.aashe.org/media/secure/530/6/584/3278/Innovation_SolarDecathlon.pdf,**,--,--,True,--,True,True,--,True,--,--,--,True,--,--,--,--,--,--,--,--
University of Wisconsin-Oshkosh,2016-03-25,2016-03-25 23:41:35,kermathb@uwosh.edu,2.0,Pursuing,Plastic Film Recycling program,"The plastic film recycling program was initiated at UW Oshkosh by a part-time employee and a student intern who both work for the Office of Sustainability. The idea came about by analyzing the waste stream and figuring out how to reduce the campus' impact. The obstacle for this program was finding the partner to accept large quantities of plastic wrap that are otherwise not recycled through the campus' waste service provider. After several attempts to reach out to various organizations, it was discovered that the plastic wrap could be recycled in large quantities at a local big-box grocery store. This partnership was established by the part-time employee and the material which is collected monthly is delivered to the grocery store by the part-time employee and student intern. 

The program initially focused on receiving areas to collect plastic wrap from palleted boxes and other items. In November of 2015 this program expanded to include collection bins on campus where campus community members could recycle their plastic bags and plastic wrap.","This program began in January of 2015 and has resulted in 50-100 lbs of plastic wrap being recycled each month, rather than being landfilled. 
The response to the expansion of the plastic film recycling program has dramatically increased the amount of plastic film being recycled to over 100 lbs/month in recent months (November 2015 - January 2016).",**,True,True,True,True,http://stars.aashe.org/media/secure/267/6/584/3278/plasticfilm_supportletter.pdf,**,--,--,True,--,--,--,--,--,--,--,--,True,--,--,--,--,--,--,--,--
University of Wisconsin-Platteville,2016-02-29,2016-02-29 14:16:10,seebotha@uwplatt.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of Wisconsin-Stevens Point,2016-01-28,2016-01-28 12:01:58,sjanowsk@uwsp.edu,2.0,Pursuing,UW-Stevens Point Campus Wide Clean Energy and Energy Efficiency Project,"UW-Stevens Point partnered with Chevrolet in the Chevrolet Clean Energy Campus Campaign which provided funding to purchase and retire carbon reductions sourced from clean energy efficiency projects on colleges across the United States. Chevrolet funding was available to campuses whose GHG performance, based on their clean energy leadership, exceeded certain benchmark levels for either their LEED certified buildings or on a campus-wide basis. Chevy paid campuses for the certified reductions and permanently retired them to benefit the climate.

UW-Stevens Point adopted seven of nine energy efficiency/clean energy measures including: behavior change campaign/communications, CoGen and fuelswitch, lighting retrofits, on-site renewables, building system retro-commissioning and upgrades including automation, weatherization improvements, and LEED certified/Green buildings.","After verification, we were able to have certified to a reasonable level of assurance that the emission reductions from the activity University of Wisconsin – Stevens Point Campus Wide Clean Energy & Energy Efficiency Project in Stevens Point, Wisconsin, during the period of 01 July 2013 to 30 June 2014 equates to 3 789 t CO2e. Based on the calculations the implementation of the project activity will result in an average ex-ante estimation of emission reduction conservatively calculated to be 1 238 t CO2e on average per year for the ten year crediting period.",**,True,True,True,True,http://stars.aashe.org/media/secure/115/6/584/3278/UW-Stevens%20Point_Chevy%20Clean%20Energy%20Campus%20Campaign_1.pdf,**,--,--,--,--,True,True,--,True,--,--,--,--,--,--,--,--,--,--,--,--
University of Wisconsin-Stout,2016-03-25,2016-03-25 10:48:59,rykals@uwstout.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
University of the Pacific,2016-03-23,2016-03-23 15:39:13,seller@pacific.edu,2.0,Pursuing,John Muir's Birthday Celebration! ,"Sustaining Pacific in collaboration with Bon Appetit (food service provider) and the John Muir Center throws a birthday party for John Muir in the university center on his birthday. The purpose of the event is to create more awareness around John Muir and his legacy, especially for California and the University of the Pacific. Pacific holds the largest collection of John Muir’s papers. During the celebration, we serve Scottish Dundee cake, offer John Muir brochures, and have a life size cutout of John Muir alongside fake beards in which students, faculty and staff can take a selfie with the “man” himself. ","Pacific students, faculty and staff get to enjoy cake and taking selfies while learning about the importance of John Muir for California, the University of the Pacific and the National Park System.  ",**,True,True,True,True,http://stars.aashe.org/media/secure/526/6/584/3278/University%20of%20the%20Pacific%20AASHE%20STARS%20and%20SIERRA%20Innovation%20Letter%20March%2020%2C%202,**,--,--,True,True,--,--,True,--,True,--,--,--,--,--,--,True,--,--,http://www.pacific.edu/About-Pacific/Sustaining-Pacific/Sustainability-Month.html?utm_source=Link&utm_medium=GoRedirect&utm_campaign=sustainabilitymonth,--
Vanderbilt University,2016-03-21,2016-03-21 10:46:17,andrea.george@vanderbilt.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Vassar College,2016-03-10,2016-03-10 19:47:34,alihall@vassar.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Villanova University,2016-03-21,2016-03-21 13:11:37,liesel.schwarz@villanova.edu,2.0,Not Pursuing,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Virginia Commonwealth University,2015-07-24,2015-07-24 09:33:17,eestanforth@vcu.edu,2.0,Pursuing,Partnership with Middle of Broad,"Middle of Broad (MoB) + Storefront operates on the belief that good design makes a healthier city where citizens participate more fully in their environment, their government and their culture.

The Storefront for Community Design is Richmond’s non-profit design assistance center, improving the quality of design in the city by facilitating access to design and planning resources.

MoB is a partnership of three design departments of VCUarts, Graphic Design, Fashion Design and Interior Design. These departments operate an innovative design lab that realizes the potential of design to shape the City.

MoB+Storefront is a collaboration of MoB and Storefront that combines the energy, enthusiasm and expertise of VCU students, fellows and faculty with Storefront’s community involvement. Together they design the city from the bike rack to the bungalow to the corner store, from neighborhoods to the river.

In partnership with the VCU Office of Sustainability, students from mOb created a design for the new High Output Learning Garden to be built on our Monroe Park Campus in Fall of 2015. The design was created with the intention of meeting the needs of all partners on the project: The Office of Sustainability, The Office of Service Learning, the Center for High Blood Pressure, the VCU Food Pantry (the RamPantry), two student organizations (Verde and Green Unity), and the VCU School of Pharmacy. They created innovative ways to grow vertically, maximize the space for high output, and create a beautiful design for fostering learning and community. These aspects met both the educational and high output missions of the partners. The students also ensured that the facilities were ADA accessible, including pathway width requirements and bed access. Overall the process left all the partners excited for the building of the garden and the execution of the programs.    ","The most significant outcome of this innovative partnership was the design and work done by the MoB students. This includes site plans and facilities designs for a learning area, bed materials, vertical planters, and ADA pathways. The students also executed a topographical survey and sunlight path survey. 

When the garden is built, the use of the garden will be measured through volunteer intake forms and tracking volunteer hours as well as tracking donation numbers and number of learning opportunities and attendees. This will give the project managers an excellent image of the success of the ideas and design that MoB created.",**,True,True,True,True,http://stars.aashe.org/media/secure/260/6/584/3278/MOB%2BVCU%20letter.pdf,**,--,--,True,True,--,--,--,--,True,--,--,--,--,True,--,--,--,--,--,--
